business_family;business_unit;costumer;costumerkey;costumer_type;division;line_of_business;phone;region_code;regional_sales_mgr;search_type;division_name;region_name;address_number;city;country;costumer_address_1;costumer_address_2;costumer_address_3;costumer_address_4;state;zip_code;PK_CLIENTE
R3;1;YourFuture Shop;10027053;G2;2;\"\";816-455-8733;4;S9;C;Domestic;Central;10027053;Raleigh;US;PO Box 68;\"\";\"\";\"\";IL;"";5c7f25b03a06ae6b056708c5e4cc3ca64a0d23b97f27ee6268db5b61c583e04d
R3;1;ySecret Shop;10027082;G3;1;\"\";816-455-8733;0;S5;C;International;Canada;10027082;Edmonton;CA;9111 41 Avenue;\"\";\"\";\"\";AB;"";05eefc432693867bc7c2157c48af6bf5c4f660a335cf73317da9819e7aab5d1f
R3;1;Yurie Market;10027119;G2;1;\"\";816-455-8733;5;S16;C;International;International;10027119;\"\";UK;\"\";\"\";\"\";\"\";"";"";3487d46cc9769fcbd501ed7cfc1569bc16d72b4f2ad8a48d7dd4235fc43e42a8
R3;1;Zentrum Market;10027340;G2;2;\"\";816-455-8733;3;S16;C;Domestic;Northeast;10027340;Salem;US;63 Bridge Street;\"\";\"\";\"\";MA;1970;5c5a586fb729e4b71f9b0bab13427596a32d6b05b539ea94dc972224f41ad663
R2;1;Zephyr Shop;10027348;G2;2;\"\";816-455-8733;2;S5;I;Domestic;Southern;10027348;Tampa;US;6501 Adamo Drive;\"\";\"\";\"\";FL;33619;83fb15eed818e623b2870c4be6bb2dcbbfc3cd47b046439665f5b6fd5922b337
R3;1;Zero Market;10027356;G2;2;\"\";816-455-8733;4;S1;C;Domestic;Central;10027356;Grand Rapids;US;910 North East 4th Street;\"\";\"\";\"\";MN;55744;40e06b40368c166ee19eac6bbe26fa464834baeb684c025f8078616638d90508
R3;1;Zeroo Gigastore;10027370;G1;1;M1;816-455-8733;5;S19;C;International;International;10027370;Madrid;UK;General Pardinas 112 Bis;\"\";\"\";\"\";"";28006;53068e26587ef090cb806acfaf125ccc29f488617a6c8ec3c1d24fca7abefcda
R3;1;Zero-Knowledge Supermarket;10027381;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10027381;Tumwater;US;2649 R W Johnson Boulevard;\"\";\"\";\"\";WA;98512;8e05237e83c7324ca092ee9306d22e3d1e16634cbe44910102355b0da88ae11a
R2;1;Zilog Shop;10027560;G2;2;\"\";816-455-8733;2;S1;C;Domestic;Southern;10027560;Odessa;US;3356 Kermit Highway;\"\";\"\";\"\";TX;79764;014dead0e94190d7e59cf812cca775c5149ce105e12fefc6156bc574f9c6cbc6
R3;1;ZipLip.Com Shop;10027572;G2;2;\"\";816-455-8733;3;S1;C;Domestic;Northeast;10027572;Elma;US;2210 Bowen Road;\"\";\"\";\"\";NY;14059;f3e1181594eb527e643e0ca5799bad2a0d392dfdad17f76215ff1aa176735d0b
R3;1;Zitel Shop;10027575;G2;2;\"\";816-455-8733;2;S1;C;Domestic;Southern;10027575;Dallas;US;10400 Plano Road;\"\";\"\";\"\";TX;75238;d395db150da402402c8a8ac53c00f424f8444b88b172e559426372d974894c18
R2;1;zNET Shop;10027583;G2;2;\"\";816-455-8733;4;S5;C;Domestic;Central;10027583;Morton;US;Attention: Charlene Hoyer;500 North Morton Avenue;PO Box 474;\"\";IL;"";42ebfeace75848473c518c2619b2f9014653cf0d1b6ec6f4d215bb8ece9b9668
O2;1;Zocalo Shop;10027629;G2;2;\"\";816-455-8733;4;S12;C;Domestic;Central;10027629;Dearborn;US;Central Accounting Service;PO Box 6005;\"\";\"\";MI;48121;01c779b84ca71069dbba4dce145f0342256e8ad48dd1d7a0abce510fd1377166
